Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Sales_Lag1,Sales_RollingMean4,WeekOfYear,IsThanksgiving,Predicted_Sales,Recommendation
12,2012-06-29,943124.74,0,90.47,3.875,130.7562667,11.627,2012,6,26,981386.25,1017129.6074999999,26,0,993457.6756350927,Maintain current stock and price
12,2012-07-06,1014898.78,0,89.13,3.765,130.7196333,10.926,2012,7,27,943124.74,1007574.4924999999,27,0,974840.0703461289,Maintain current stock and price
12,2012-07-13,960312.75,0,95.61,3.723,130.683,10.926,2012,7,28,1014898.78,989741.3200000001,28,0,999927.6649253119,Maintain current stock and price
12,2012-07-20,941550.34,0,85.53,3.726,130.7012903,10.926,2012,7,29,960312.75,974930.6300000001,29,0,978044.8798505985,Maintain current stock and price
12,2012-07-27,916967.92,0,93.47,3.769,130.7195806,10.926,2012,7,30,941550.34,964971.6525000001,30,0,968308.5112274447,Maintain current stock and price
12,2012-08-03,958667.23,0,88.16,3.76,130.737871,10.926,2012,8,31,916967.92,958432.4475,31,0,923961.1457301591,Maintain current stock and price
12,2012-08-10,984689.9,0,95.91,3.811,130.7561613,10.926,2012,8,32,958667.23,944374.5599999999,32,0,956695.3519750768,Maintain current stock and price
12,2012-08-17,1005003.12,0,94.87,4.002,130.7909677,10.926,2012,8,33,984689.9,950468.8475,33,0,983281.7100505373,Maintain current stock and price
12,2012-08-24,1048101.39,0,85.32,4.055,130.8381613,10.926,2012,8,34,1005003.12,966332.0425,34,0,995783.2849538166,Maintain current stock and price
12,2012-08-31,1061943.49,0,89.78,4.093,130.8853548,10.926,2012,8,35,1048101.39,999115.41,35,0,997828.0324924518,Maintain current stock and price
12,2012-09-07,955146.04,1,88.52,4.124,130.9325484,10.926,2012,9,36,1061943.49,1024934.475,36,0,1009358.7175717662,Maintain current stock and price
12,2012-09-14,885892.37,0,83.64,4.133,130.9776667,10.926,2012,9,37,955146.04,1017548.51,37,0,979650.0396773086,Maintain current stock and price
12,2012-09-21,922735.37,0,82.97,4.125,131.0103333,10.926,2012,9,38,885892.37,987770.8225,38,0,924526.6292472263,Reduce price / promo (demand softening)
12,2012-09-28,880415.67,0,81.22,3.966,131.043,10.926,2012,9,39,922735.37,956429.3174999999,39,0,922110.3479180409,Maintain current stock and price
12,2012-10-05,979825.92,0,81.61,3.966,131.0756667,10.199,2012,10,40,880415.67,911047.3625,40,0,917264.5049750502,Maintain current stock and price
12,2012-10-12,934917.47,0,71.74,4.468,131.1083333,10.199,2012,10,41,979825.92,917217.3325,41,0,971635.0884347179,Increase stock (demand rising)
12,2012-10-19,960945.43,0,68.66,4.449,131.1499677,10.199,2012,10,42,934917.47,929473.6074999999,42,0,934571.0135612643,Maintain current stock and price
12,2012-10-26,974697.6,0,65.95,4.301,131.1930968,10.199,2012,10,43,960945.43,939026.1224999999,43,0,959685.9263716658,Maintain current stock and price
13,2012-04-06,2271614.76,0,48.85,3.793,131.0375484,5.965,2012,4,14,1948982.7,1966358.1774999998,14,0,2011269.3695792065,Maintain current stock and price
13,2012-04-13,2057637.86,0,51.7,3.833,131.108,5.965,2012,4,15,2271614.76,2037650.455,15,0,2000311.9925202709,Maintain current stock and price
13,2012-04-20,1955689.12,0,50.24,3.845,131.1173333,5.965,2012,4,16,2057637.86,2045664.265,16,0,2049217.6974683893,Maintain current stock and price
13,2012-04-27,1970121.65,0,64.8,3.842,131.1266667,5.965,2012,4,17,1955689.12,2058481.1099999999,17,0,2001067.536302891,Maintain current stock and price
13,2012-05-04,1995994.51,0,54.41,3.831,131.136,5.965,2012,5,18,1970121.65,2063765.8475000001,18,0,1999955.5236235028,Maintain current stock and price
13,2012-05-11,2080764.17,0,56.47,3.809,131.1453333,5.965,2012,5,19,1995994.51,1994860.7850000001,19,0,2003903.3106844733,Maintain current stock and price
13,2012-05-18,2131900.55,0,65.17,3.808,131.0983226,5.965,2012,5,20,2080764.17,2000642.3625,20,0,2017863.0565016496,Maintain current stock and price
13,2012-05-25,2043349.41,0,62.39,3.801,131.0287742,5.965,2012,5,21,2131900.55,2044695.22,21,0,2031542.5753026349,Maintain current stock and price
13,2012-06-01,2035431.39,0,61.11,3.788,130.9592258,5.965,2012,6,22,2043349.41,2063002.16,22,0,2013983.3640465767,Maintain current stock and price
13,2012-06-08,2182437.9,0,68.4,3.776,130.8896774,5.965,2012,6,23,2035431.39,2072861.38,23,0,2005461.8735278219,Maintain current stock and price
13,2012-06-15,2152229.11,0,65.97,3.756,130.8295333,5.965,2012,6,24,2182437.9,2098279.8125,24,0,2050561.0001104665,Maintain current stock and price
13,2012-06-22,2094373.0,0,72.89,3.737,130.7929,5.965,2012,6,25,2152229.11,2103361.9524999997,25,0,2052540.0773508304,Maintain current stock and price
13,2012-06-29,2037663.71,0,82.0,3.681,130.7562667,5.965,2012,6,26,2094373.0,2116117.8499999996,26,0,2112210.072676399,Maintain current stock and price
13,2012-07-06,2184980.35,0,79.23,3.63,130.7196333,5.765,2012,7,27,2037663.71,2116675.9299999997,27,0,2067043.5906533198,Maintain current stock and price
13,2012-07-13,2002750.99,0,83.68,3.595,130.683,5.765,2012,7,28,2184980.35,2117311.5425,28,0,2113734.033633901,Maintain current stock and price
13,2012-07-20,2053089.32,0,75.69,3.556,130.7012903,5.765,2012,7,29,2002750.99,2079942.0125,29,0,2011113.1301718932,Maintain current stock and price
13,2012-07-27,1914430.53,0,80.42,3.537,130.7195806,5.765,2012,7,30,2053089.32,2069621.0925,30,0,2053471.771686942,Maintain current stock and price
13,2012-08-03,2044148.23,0,81.99,3.512,130.737871,5.765,2012,8,31,1914430.53,2038812.7975,31,0,2012870.76010197,Maintain current stock and price
13,2012-08-10,2041019.92,0,81.69,3.509,130.7561613,5.765,2012,8,32,2044148.23,2003604.7674999998,32,0,2032295.7644334415,Maintain current stock and price
13,2012-08-17,2095769.18,0,79.4,3.545,130.7909677,5.765,2012,8,33,2041019.92,2013172.0,33,0,2020329.9435196444,Maintain current stock and price
13,2012-08-24,2059458.25,0,77.37,3.582,130.8381613,5.765,2012,8,34,2095769.18,2023841.9649999999,34,0,2037214.0796779806,Maintain current stock and price
13,2012-08-31,2073855.42,0,79.18,3.624,130.8853548,5.765,2012,8,35,2059458.25,2060098.895,35,0,2045165.5098954472,Maintain current stock and price
13,2012-09-07,2165796.31,1,70.65,3.689,130.9325484,5.765,2012,9,36,2073855.42,2067525.6925,36,0,2050436.7340293285,Maintain current stock and price
13,2012-09-14,1919917.03,0,68.55,3.749,130.9776667,5.765,2012,9,37,2165796.31,2098719.79,37,0,2054726.48884865,Maintain current stock and price
13,2012-09-21,1938379.66,0,67.96,3.821,131.0103333,5.765,2012,9,38,1919917.03,2054756.7525000002,38,0,2000069.5744086336,Maintain current stock and price
13,2012-09-28,1927664.11,0,64.8,3.821,131.043,5.765,2012,9,39,1938379.66,2024487.105,39,0,2011970.3324667215,Maintain current stock and price
13,2012-10-05,2041918.74,0,61.79,3.815,131.0756667,5.621,2012,10,40,1927664.11,1987939.2774999999,40,0,2033128.885134199,Maintain current stock and price
13,2012-10-12,1999079.44,0,55.1,3.797,131.1083333,5.621,2012,10,41,2041918.74,1956969.885,41,0,2012733.912256387,Maintain current stock and price
13,2012-10-19,2018010.15,0,52.06,3.781,131.1499677,5.621,2012,10,42,1999079.44,1976760.4874999998,42,0,2035188.0012033999,Maintain current stock and price
13,2012-10-26,2035189.66,0,46.97,3.755,131.1930968,5.621,2012,10,43,2018010.15,1996668.1099999999,43,0,2029465.690423865,Maintain current stock and price
14,2012-04-06,2376022.26,0,49.73,3.996,190.6851712,8.567,2012,4,14,1905033.01,1940090.1325,14,0,1995475.2970107591,Maintain current stock and price
14,2012-04-13,1912909.69,0,51.83,4.044,190.7595962,8.567,2012,4,15,2376022.26,2028885.8699999999,15,0,1985868.347003688,Maintain current stock and price
14,2012-04-20,1875686.44,0,63.13,4.027,190.8138013,8.567,2012,4,16,1912909.69,2021853.1675,16,0,1978527.7314780294,Maintain current stock and price
14,2012-04-27,1784029.95,0,53.2,4.004,190.8680064,8.567,2012,4,17,1875686.44,2017412.8499999999,17,0,1975671.8599431806,Maintain current stock and price
14,2012-05-04,1949354.29,0,55.21,3.951,190.9222115,8.567,2012,5,18,1784029.95,1987162.085,18,0,1947130.4326263135,Maintain current stock and price
14,2012-05-11,1987531.05,0,61.24,3.889,190.9764167,8.567,2012,5,19,1949354.29,1880495.0925,19,0,1898907.2385315849,Maintain current stock and price
14,2012-05-18,1932233.17,0,66.3,3.848,190.9964479,8.567,2012,5,20,1987531.05,1899150.4324999999,20,0,1909348.635740606,Maintain current stock and price
14,2012-05-25,2030869.61,0,67.21,3.798,191.0028096,8.567,2012,5,21,1932233.17,1913287.115,21,0,1906864.0781595444,Maintain current stock and price
14,2012-06-01,2049485.49,0,74.48,3.742,191.0091712,8.567,2012,6,22,2030869.61,1974997.03,22,0,1978678.1074575558,Maintain current stock and price
14,2012-06-08,2099615.88,0,64.3,3.689,191.0155329,8.567,2012,6,23,2049485.49,2000029.83,23,0,2006951.6571030372,Maintain current stock and price
14,2012-06-15,1905733.68,0,71.93,3.62,191.0299731,8.567,2012,6,24,2099615.88,2028051.0375,24,0,2020243.9064393041,Maintain current stock and price
14,2012-06-22,1660228.88,0,74.22,3.564,191.0646096,8.567,2012,6,25,1905733.68,2021426.165,25,0,1976533.3918980933,Maintain current stock and price
14,2012-06-29,1591835.02,0,75.22,3.506,191.0992462,8.567,2012,6,26,1660228.88,1928765.9825,26,0,1754053.9382175547,Reduce price / promo (demand softening)
14,2012-07-06,1862128.95,0,82.99,3.475,191.1338827,8.684,2012,7,27,1591835.02,1814353.3649999998,27,0,1696458.1298349923,Reduce price / promo (demand softening)
14,2012-07-13,1544422.35,0,79.97,3.523,191.1685192,8.684,2012,7,28,1862128.95,1754981.6325,28,0,1877895.6128030857,Increase stock (demand rising)
14,2012-07-20,1553250.16,0,78.89,3.567,191.1670428,8.684,2012,7,29,1544422.35,1664653.7999999998,29,0,1633690.487550432,Maintain current stock and price
14,2012-07-27,1479514.66,0,77.2,3.647,191.1655664,8.684,2012,7,30,1553250.16,1637909.1199999999,30,0,1618483.9587371582,Maintain current stock and price
14,2012-08-03,1656886.46,0,76.58,3.654,191.16409,8.684,2012,8,31,1479514.66,1609829.03,31,0,1591965.5336050878,Maintain current stock and price
14,2012-08-10,1648570.03,0,78.65,3.722,191.1626135,8.684,2012,8,32,1656886.46,1558518.4075,32,0,1518450.6969647708,Maintain current stock and price
14,2012-08-17,1660433.3,0,75.71,3.807,191.2284919,8.684,2012,8,33,1648570.03,1584555.3275,33,0,1615654.1222657308,Maintain current stock and price
14,2012-08-24,1621841.33,0,72.62,3.834,191.3448865,8.684,2012,8,34,1660433.3,1611351.1125,34,0,1616004.7218709576,Maintain current stock and price
14,2012-08-31,1613342.19,0,75.09,3.867,191.461281,8.684,2012,8,35,1621841.33,1646932.78,35,0,1626001.170501307,Maintain current stock and price
14,2012-09-07,1904512.34,1,75.7,3.911,191.5776756,8.684,2012,9,36,1613342.19,1636046.7125,36,0,1637567.0088621927,Maintain current stock and price
14,2012-09-14,1554794.22,0,67.87,3.948,191.69985,8.684,2012,9,37,1904512.34,1700032.29,37,0,1791960.3737150016,Increase stock (demand rising)
14,2012-09-21,1565352.46,0,65.32,4.038,191.8567038,8.684,2012,9,38,1554794.22,1673622.52,38,0,1687098.56890174,Maintain current stock and price
14,2012-09-28,1522512.2,0,64.88,3.997,192.0135577,8.684,2012,9,39,1565352.46,1659500.3025,39,0,1657753.2450080249,Maintain current stock and price
14,2012-10-05,1687592.16,0,64.89,3.985,192.1704115,8.667,2012,10,40,1522512.2,1636792.805,40,0,1648514.9138907834,Maintain current stock and price
14,2012-10-12,1639585.61,0,54.47,4.0,192.3272654,8.667,2012,10,41,1687592.16,1582562.7599999998,41,0,1638161.3281006431,Maintain current stock and price
14,2012-10-19,1590274.72,0,56.47,3.969,192.3308542,8.667,2012,10,42,1639585.61,1603760.6075,42,0,1647142.837158583,Maintain current stock and price
14,2012-10-26,1704357.62,0,58.85,3.882,192.3088989,8.667,2012,10,43,1590274.72,1609991.1724999999,43,0,1641835.6819301385,Maintain current stock and price
15,2012-04-06,659950.36,0,40.01,4.143,137.7970968,8.15,2012,4,14,557547.25,559690.2575000001,14,0,557299.3884533753,Maintain current stock and price
15,2012-04-13,558585.13,0,43.52,4.187,137.868,8.15,2012,4,15,659950.36,588397.68,15,0,604353.5584719961,Maintain current stock and price
15,2012-04-20,534780.57,0,54.47,4.17,137.9230667,8.15,2012,4,16,558585.13,585391.155,16,0,562277.9438883313,Maintain current stock and price
15,2012-04-27,527402.62,0,41.57,4.163,137.9781333,8.15,2012,4,17,534780.57,577715.8275,17,0,542504.7969631407,Reduce price / promo (demand softening)
15,2012-05-04,577868.38,0,51.04,4.124,138.0332,8.15,2012,5,18,527402.62,570179.6699999999,18,0,537523.2007899182,Reduce price / promo (demand softening)
15,2012-05-11,579539.95,0,54.23,4.055,138.0882667,8.15,2012,5,19,577868.38,549659.175,19,0,558759.7520698584,Maintain current stock and price
15,2012-05-18,600050.98,0,58.84,4.029,138.1065806,8.15,2012,5,20,579539.95,554897.88,20,0,561796.3656613976,Maintain current stock and price
15,2012-05-25,693780.42,0,67.97,3.979,138.1101935,8.15,2012,5,21,600050.98,571215.4825,21,0,586761.2071453368,Maintain current stock and price
15,2012-06-01,663971.26,0,67.61,3.915,138.1138065,8.15,2012,6,22,693780.42,612809.9325,22,0,642680.5410522243,Maintain current stock and price
15,2012-06-08,611390.67,0,59.35,3.871,138.1174194,8.15,2012,6,23,663971.26,634335.6525000001,23,0,638385.8960093029,Maintain current stock and price
15,2012-06-15,636737.65,0,67.7,3.786,138.1295333,8.15,2012,6,24,611390.67,642298.3325,24,0,644011.8847996306,Maintain current stock and price
15,2012-06-22,687085.6,0,74.28,3.722,138.1629,8.15,2012,6,25,636737.65,651470.0,25,0,649339.2676049172,Maintain current stock and price
15,2012-06-29,624099.48,0,68.91,3.667,138.1962667,8.15,2012,6,26,687085.6,649796.295,26,0,676266.3944313356,Maintain current stock and price
15,2012-07-06,678024.75,0,74.64,3.646,138.2296333,8.193,2012,7,27,624099.48,639828.35,27,0,646945.8359006594,Maintain current stock and price
15,2012-07-13,591335.5,0,72.62,3.689,138.263,8.193,2012,7,28,678024.75,656486.87,28,0,667204.9032978304,Maintain current stock and price
15,2012-07-20,592369.22,0,75.31,3.732,138.2331935,8.193,2012,7,29,591335.5,645136.3325,29,0,633728.7252378579,Maintain current stock and price
15,2012-07-27,571190.83,0,73.9,3.82,138.2033871,8.193,2012,7,30,592369.22,621457.2374999999,30,0,616258.4320318833,Maintain current stock and price
15,2012-08-03,590739.62,0,73.13,3.819,138.1735806,8.193,2012,8,31,571190.83,608230.075,31,0,583630.8945774466,Maintain current stock and price
15,2012-08-10,590453.63,0,73.99,3.863,138.1437742,8.193,2012,8,32,590739.62,586408.7925,32,0,589750.558643793,Maintain current stock and price
15,2012-08-17,579738.2,0,70.29,3.963,138.1857097,8.193,2012,8,33,590453.63,586188.325,33,0,591611.6928782195,Maintain current stock and price
15,2012-08-24,606210.77,0,66.98,3.997,138.2814516,8.193,2012,8,34,579738.2,583030.5700000001,34,0,575235.6668631755,Maintain current stock and price
15,2012-08-31,610185.32,0,71.42,4.026,138.3771935,8.193,2012,8,35,606210.77,591785.5549999999,35,0,599034.9134811555,Maintain current stock and price
15,2012-09-07,587259.82,1,71.61,4.076,138.4729355,8.193,2012,9,36,610185.32,596646.98,36,0,624161.6204396783,Maintain current stock and price
15,2012-09-14,527509.76,0,65.44,4.088,138.5673,8.193,2012,9,37,587259.82,595848.5275,37,0,595272.4690508386,Maintain current stock and price
15,2012-09-21,533161.64,0,60.34,4.203,138.6534,8.193,2012,9,38,527509.76,582791.4175,38,0,539565.2757056913,Reduce price / promo (demand softening)
15,2012-09-28,553901.97,0,57.13,4.158,138.7395,8.193,2012,9,39,533161.64,564529.135,39,0,535753.870178741,Reduce price / promo (demand softening)
15,2012-10-05,573498.64,0,59.57,4.151,138.8256,7.992,2012,10,40,553901.97,550458.2975,40,0,552302.8157317817,Maintain current stock and price
15,2012-10-12,551799.63,0,49.12,4.186,138.9117,7.992,2012,10,41,573498.64,547018.0025,41,0,562355.5405061055,Maintain current stock and price
15,2012-10-19,555652.77,0,52.89,4.153,138.8336129,7.992,2012,10,42,551799.63,553090.47,42,0,551458.3009179238,Maintain current stock and price
15,2012-10-26,558473.6,0,55.75,4.071,138.7281613,7.992,2012,10,43,555652.77,558713.2525,43,0,557396.0426232393,Maintain current stock and price
16,2012-04-06,502662.07,0,48.93,3.854,197.5971285,6.169,2012,4,14,485095.41,498850.4175,14,0,503440.29918551387,Maintain current stock and price
16,2012-04-13,450756.71,0,45.83,3.901,197.780931,6.169,2012,4,15,502662.07,500528.02,15,0,516842.3090843282,Maintain current stock and price
16,2012-04-20,436221.26,0,43.61,3.936,197.7227385,6.169,2012,4,16,450756.71,483004.52,16,0,482487.72734409495,Maintain current stock and price
16,2012-04-27,398445.15,0,59.69,3.927,197.664546,6.169,2012,4,17,436221.26,468683.8625,17,0,432779.3370174443,Reduce price / promo (demand softening)
16,2012-05-04,426959.62,0,51.34,3.903,197.6063534,6.169,2012,5,18,398445.15,447021.29750000004,18,0,424810.3793269042,Maintain current stock and price
16,2012-05-11,479855.0,0,53.57,3.87,197.5481609,6.169,2012,5,19,426959.62,428095.685,19,0,434348.37029874645,Maintain current stock and price
16,2012-05-18,493506.47,0,56.74,3.837,197.5553137,6.169,2012,5,20,479855.0,435370.2575,20,0,485878.8937778108,Increase stock (demand rising)
16,2012-05-25,518045.09,0,57.36,3.804,197.5886046,6.169,2012,5,21,493506.47,449691.56,21,0,508743.60359584173,Increase stock (demand rising)
16,2012-06-01,532311.93,0,58.97,3.764,197.6218954,6.169,2012,6,22,518045.09,479591.545,22,0,520003.16579696065,Increase stock (demand rising)
16,2012-06-08,603618.89,0,65.43,3.741,197.6551863,6.169,2012,6,23,532311.93,505929.62250000006,23,0,527641.1795509043,Maintain current stock and price
16,2012-06-15,570045.79,0,65.36,3.723,197.692292,6.169,2012,6,24,603618.89,536870.595,24,0,555613.397868338,Maintain current stock and price
16,2012-06-22,581745.72,0,70.41,3.735,197.7389345,6.169,2012,6,25,570045.79,556005.425,25,0,559620.5494694763,Maintain current stock and price
16,2012-06-29,570162.28,0,77.31,3.693,197.785577,6.169,2012,6,26,581745.72,571930.5825,26,0,575695.2282192466,Maintain current stock and price
16,2012-07-06,641763.53,0,70.49,3.646,197.8322195,6.061,2012,7,27,570162.28,581393.1699999999,27,0,578006.2793376492,Maintain current stock and price
16,2012-07-13,569005.06,0,70.29,3.613,197.8788621,6.061,2012,7,28,641763.53,590929.3300000001,28,0,600773.7154907287,Maintain current stock and price
16,2012-07-20,565297.54,0,68.43,3.585,197.9290378,6.061,2012,7,29,569005.06,590669.1475,29,0,584308.8630053949,Maintain current stock and price
16,2012-07-27,539337.87,0,69.0,3.57,197.9792136,6.061,2012,7,30,565297.54,586557.1025,30,0,576256.2154508865,Maintain current stock and price
16,2012-08-03,584000.71,0,68.59,3.528,198.0293893,6.061,2012,8,31,539337.87,578851.0,31,0,553774.5238036657,Maintain current stock and price
16,2012-08-10,554036.84,0,70.24,3.509,198.0795651,6.061,2012,8,32,584000.71,564410.295,32,0,566592.9412298839,Maintain current stock and price
16,2012-08-17,521896.6,0,62.07,3.545,198.1001057,6.061,2012,8,33,554036.84,560668.24,33,0,554765.2283273939,Maintain current stock and price
16,2012-08-24,551152.15,0,61.44,3.558,198.0984199,6.061,2012,8,34,521896.6,549818.005,34,0,519352.855119043,Reduce price / promo (demand softening)
16,2012-08-31,551837.31,0,64.19,3.556,198.0967341,6.061,2012,8,35,551152.15,552771.575,35,0,547249.0587228681,Maintain current stock and price
16,2012-09-07,537138.58,1,60.09,3.596,198.0950484,6.061,2012,9,36,551837.31,544730.725,36,0,545728.829483246,Maintain current stock and price
16,2012-09-14,526525.16,0,56.69,3.659,198.1267184,6.061,2012,9,37,537138.58,540506.16,37,0,537038.3212366184,Maintain current stock and price
16,2012-09-21,509942.56,0,56.48,3.765,198.358523,6.061,2012,9,38,526525.16,541663.3,38,0,523549.74235706433,Maintain current stock and price
16,2012-09-28,469607.73,0,51.4,3.789,198.5903276,6.061,2012,9,39,509942.56,531360.9025,39,0,522787.14294508146,Maintain current stock and price
16,2012-10-05,471281.68,0,50.46,3.779,198.8221322,5.847,2012,10,40,469607.73,510803.5075,40,0,497525.26609551633,Maintain current stock and price
16,2012-10-12,491817.19,0,43.26,3.76,199.0539368,5.847,2012,10,41,471281.68,494339.28250000003,41,0,492884.46134471626,Maintain current stock and price
16,2012-10-19,577198.97,0,40.59,3.75,199.1481963,5.847,2012,10,42,491817.19,485662.29,42,0,501580.3616175595,Maintain current stock and price
16,2012-10-26,475770.14,0,40.99,3.686,199.2195317,5.847,2012,10,43,577198.97,502476.39249999996,43,0,563096.1571702706,Increase stock (demand rising)
17,2012-04-06,986922.62,0,43.92,3.793,131.0375484,6.235,2012,4,14,872469.03,859398.1875,14,0,884017.240685954,Maintain current stock and price
17,2012-04-13,877055.32,0,46.94,3.833,131.108,6.235,2012,4,15,986922.62,891072.5974999999,15,0,948048.9087094212,Increase stock (demand rising)
17,2012-04-20,1119979.98,0,47.69,3.845,131.1173333,6.235,2012,4,16,877055.32,897052.3125,16,0,899176.4792380887,Maintain current stock and price
17,2012-04-27,925916.65,0,59.11,3.842,131.1266667,6.235,2012,4,17,1119979.98,964106.7375,17,0,984864.1895474412,Maintain current stock and price
17,2012-05-04,930121.14,0,48.86,3.831,131.136,6.235,2012,5,18,925916.65,977468.6425,18,0,927316.2019221534,Reduce price / promo (demand softening)
17,2012-05-11,944100.3,0,49.96,3.809,131.1453333,6.235,2012,5,19,930121.14,963268.2725000001,19,0,927237.7024346058,Maintain current stock and price
17,2012-05-18,968816.33,0,59.67,3.808,131.0983226,6.235,2012,5,20,944100.3,980029.5175000001,20,0,972952.3183057522,Maintain current stock and price
17,2012-05-25,984881.59,0,55.69,3.801,131.0287742,6.235,2012,5,21,968816.33,942238.605,21,0,949656.0103145762,Maintain current stock and price
17,2012-06-01,938914.28,0,54.13,3.788,130.9592258,6.235,2012,6,22,984881.59,956979.8400000001,22,0,981933.6738291078,Maintain current stock and price
17,2012-06-08,987990.24,0,60.51,3.776,130.8896774,6.235,2012,6,23,938914.28,959178.125,23,0,972944.3313095504,Maintain current stock and price
17,2012-06-15,964169.67,0,56.67,3.756,130.8295333,6.235,2012,6,24,987990.24,970150.6100000001,24,0,985403.0406768055,Maintain current stock and price
17,2012-06-22,981210.57,0,62.9,3.737,130.7929,6.235,2012,6,25,964169.67,968988.9450000001,25,0,966307.7539867675,Maintain current stock and price
17,2012-06-29,982322.24,0,71.14,3.681,130.7562667,6.235,2012,6,26,981210.57,968071.1900000001,26,0,983954.7303506956,Maintain current stock and price
17,2012-07-06,1046782.52,0,68.91,3.63,130.7196333,5.936,2012,7,27,982322.24,978923.1799999999,27,0,988661.7422784305,Maintain current stock and price
17,2012-07-13,960746.04,0,72.94,3.595,130.683,5.936,2012,7,28,1046782.52,993621.25,28,0,991919.785305411,Maintain current stock and price
17,2012-07-20,944698.7,0,70.59,3.556,130.7012903,5.936,2012,7,29,960746.04,992765.3425,29,0,976600.6513707116,Maintain current stock and price
17,2012-07-27,907493.24,0,74.2,3.537,130.7195806,5.936,2012,7,30,944698.7,983637.375,30,0,974415.7039894639,Maintain current stock and price
17,2012-08-03,877813.33,0,72.94,3.512,130.737871,5.936,2012,8,31,907493.24,964930.125,31,0,910703.683820801,Reduce price / promo (demand softening)
17,2012-08-10,849074.04,0,73.29,3.509,130.7561613,5.936,2012,8,32,877813.33,922687.8275,32,0,896799.8694628025,Maintain current stock and price
17,2012-08-17,844928.17,0,70.98,3.545,130.7909677,5.936,2012,8,33,849074.04,894769.8274999999,33,0,872934.7280192232,Maintain current stock and price
17,2012-08-24,924299.78,0,68.89,3.582,130.8381613,5.936,2012,8,34,844928.17,869827.1950000001,34,0,878349.7347126193,Maintain current stock and price
17,2012-08-31,865924.2,0,68.07,3.624,130.8853548,5.936,2012,8,35,924299.78,874028.83,35,0,893183.2644998181,Maintain current stock and price
17,2012-09-07,1255633.29,1,61.99,3.689,130.9325484,5.936,2012,9,36,865924.2,871056.5475000001,36,0,945345.7194970405,Increase stock (demand rising)
17,2012-09-14,1071040.22,0,59.64,3.749,130.9776667,5.936,2012,9,37,1255633.29,972696.3600000001,37,0,970531.3001679614,Maintain current stock and price
17,2012-09-21,938303.28,0,58.43,3.821,131.0103333,5.936,2012,9,38,1071040.22,1029224.3725,38,0,1024226.3228873046,Maintain current stock and price
17,2012-09-28,972716.24,0,57.77,3.821,131.043,5.936,2012,9,39,938303.28,1032725.2475,39,0,983733.0398844209,Maintain current stock and price
17,2012-10-05,952609.17,0,52.81,3.815,131.0756667,5.527,2012,10,40,972716.24,1059423.2574999998,40,0,1015751.63329619,Maintain current stock and price
17,2012-10-12,919878.34,0,44.82,3.797,131.1083333,5.527,2012,10,41,952609.17,983667.2274999999,41,0,995946.516652913,Maintain current stock and price
17,2012-10-19,957356.84,0,48.16,3.781,131.1499677,5.527,2012,10,42,919878.34,945876.7575000001,42,0,908689.6028228677,Maintain current stock and price
17,2012-10-26,943465.29,0,39.94,3.755,131.1930968,5.527,2012,10,43,957356.84,950640.1475,43,0,961964.6574870698,Maintain current stock and price
18,2012-04-06,1200815.3,0,43.8,3.957,137.7970968,8.304,2012,4,14,1009121.2,1036793.3500000001,14,0,1019454.6156641932,Maintain current stock and price
18,2012-04-13,998443.5,0,47.75,4.025,137.868,8.304,2012,4,15,1200815.3,1065773.5575,15,0,1039718.8475706028,Maintain current stock and price
18,2012-04-20,1025813.8,0,60.88,4.046,137.9230667,8.304,2012,4,16,998443.5,1059879.825,16,0,1022149.6740647873,Maintain current stock and price
18,2012-04-27,961186.23,0,50.43,4.023,137.9781333,8.304,2012,4,17,1025813.8,1058548.45,17,0,1032391.5207655416,Maintain current stock and price
18,2012-05-04,1050027.89,0,49.66,3.991,138.0332,8.304,2012,5,18,961186.23,1046564.7075,18,0,987128.5982762319,Reduce price / promo (demand softening)
18,2012-05-11,1060433.1,0,57.44,3.947,138.0882667,8.304,2012,5,19,1050027.89,1008867.855,19,0,1006394.0309492133,Maintain current stock and price
18,2012-05-18,1047444.59,0,62.31,3.899,138.1065806,8.304,2012,5,20,1060433.1,1024365.255,20,0,1011426.1389997795,Maintain current stock and price
18,2012-05-25,1088446.58,0,65.48,3.85,138.1101935,8.304,2012,5,21,1047444.59,1029772.9524999999,21,0,1023877.2027937222,Maintain current stock and price
18,2012-06-01,1118313.7,0,71.42,3.798,138.1138065,8.304,2012,6,22,1088446.58,1061588.04,22,0,1036290.0835441365,Maintain current stock and price
18,2012-06-08,1110479.94,0,59.1,3.746,138.1174194,8.304,2012,6,23,1118313.7,1078659.4925,23,0,1081543.226074531,Maintain current stock and price
18,2012-06-15,1057425.83,0,66.58,3.683,138.1295333,8.304,2012,6,24,1110479.94,1091171.2025,24,0,1103753.360926534,Maintain current stock and price
18,2012-06-22,1080357.89,0,70.92,3.629,138.1629,8.304,2012,6,25,1057425.83,1093666.5125,25,0,1099158.7485486502,Maintain current stock and price
18,2012-06-29,1097006.3,0,70.17,3.577,138.1962667,8.304,2012,6,26,1080357.89,1091644.3399999999,26,0,1100334.3483835761,Maintain current stock and price
18,2012-07-06,1158247.31,0,76.08,3.538,138.2296333,8.535,2012,7,27,1097006.3,1086317.49,27,0,1098298.6511109779,Maintain current stock and price
